Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA (US$ 1000),TREA (US$ 3000),TREA (US$ 10000),TREA (S/. 1000),TREA (S/. 3000),TREA (S/. 10000),TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.85,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.5,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.95,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.7,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.15,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
BANCO FALABELLA,1.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANBIF,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
SCOTIABANK PERU,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC CUSCO,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
ALFIN BANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,2.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC DEL SANTA,0.2,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PIURA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMCP LIMA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO RIPLEY,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC TRUJILLO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC HUANCAYO,0.1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
COMPARTAMOS BANCO,0.01,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANBIF,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO FALABELLA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
SCOTIABANK PERU,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO RIPLEY,4.8,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,4.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO FALABELLA,3.75,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANBIF,0.8,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC CUSCO,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
SCOTIABANK PERU,0.25,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
ALFIN BANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,-9.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA EFECTIVA,4.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,4,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
COMPARTAMOS BANCO,3.5,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMCP LIMA,1,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.75,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC DEL SANTA,0.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC TRUJILLO,0.6,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PIURA,0.35,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC HUANCAYO,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO RIPLEY,0.15,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANBIF,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO FALABELLA,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BN. SANTANDER CONS.,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
SCOTIABANK PERU,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,1.5,1.5,1.5,,,,,,,,,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.6,0.6,0.6,,,,,,,,,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
MIBANCO,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
BANBIF,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.2,0.2,0.2,,,,,,,,,
INTERBANK,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.2,0.2,0.2,,,,,,,,,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.15,0.15,0.2,,,,,,,,,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.12,0.12,0.12,,,,,,,,,
BBVA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0,0,0,,,,,,,,,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0,0,0,,,,,,,,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,3,3,3,,,,,,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,1.25,1.25,1.25,,,,,,
MIBANCO,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,1,1,1.5,,,,,,
BANBIF,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.8,0.8,0.8,,,,,,
INTERBANK,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.5,0.5,0.5,,,,,,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.3,0.3,1,,,,,,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0,0,0,,,,,,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.35,0.25,0.5,,,,,,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.48,0.12,0.12,,,,,,
BBVA,,ANCASH,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.6,0,0,,,,,,
CMAC PIURA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,7,0.9,1,,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,6.5,0.25,0.25,,
FINANCIERA OH,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,6.5,0,0,,
CMCP LIMA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.3,6.5,1,1,,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.75,5.75,0,0,,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,6,0.01,0.01,,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,5.5,0.8,0.8,,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,7.5,0.25,0.5,,
COMPARTAMOS BANCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,6,0.2,0.2,,
BANCO RIPLEY,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,5,1,1,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6,1.5,1.75,,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6,1,1,,
CMAC CUSCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,4.75,5.75,0.25,0.4,,
MIBANCO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,3.75,5.75,1,1.3,,
BANBIF,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1.75,3,0.8,1.3,,
BBVA,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1,3,0.5,1.25,,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,0.3,2.6,0.15,1.1,,
INTERBANK,,ANCASH,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,0.25,1.5,0.1,0.7,,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,2,
BANCO PICHINCHA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,1,
BN. SANTANDER CONS.,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.8,
BBVA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.75,
SCOTIABANK PERU,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.7,
CMCP LIMA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.45,
ALFIN BANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.4,
BANBIF,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.4,
CMAC HUANCAYO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PIURA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
INTERBANK,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC AREQUIPA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
BANCO RIPLEY,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
BANCO DE CREDITO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC DEL SANTA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CRAC CENCOSUD SCOTIA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC TRUJILLO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
BANCO FALABELLA,,ANCASH,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2,
